title,premiered,image_url,studios,type,rating,score,scored by,rank,popularity,members,favorites,genres
Bakusou Kyoudai Let's & Go Special,,https://cdn.myanimelist.net/images/anime/13/27281.jpg,Production I.G,Special,G - All Ages,6.5,230,5785,10421,693,1,Adventure;Cars;Shounen;Sports;
Bakusou Kyoudai Let's & Go WGP,Winter 1997,https://cdn.myanimelist.net/images/anime/6/50431.jpg,Xebec,TV,G - All Ages,7.01,2303,3560,6349,4081,32,Cars;Sports;Shounen;
Bakuten Shoot Beyblade,Winter 2001,https://cdn.myanimelist.net/images/anime/11/21118.jpg,Madhouse,TV,PG - Children,6.75,46581,4606,1466,74489,329,Action;Sci-Fi;Adventure;Comedy;Sports;Shounen;
Bakuten Shoot Beyblade 2002,Winter 2002,https://cdn.myanimelist.net/images/anime/1/1669.jpg,Nippon Animation,TV,PG - Children,6.7,27214,4848,2115,43773,96,Action;Adventure;Comedy;Sci-Fi;Shounen;Sports;
Bakuten Shoot Beyblade G Revolution,Winter 2003,https://cdn.myanimelist.net/images/anime/7/55863.jpg,Madhouse,TV,PG - Children,6.95,20233,3800,2486,33072,200,Action;Adventure;Comedy;Sci-Fi;Shounen;Sports;
Bakutou Sengen Daigunder,Spring 2002,https://cdn.myanimelist.net/images/anime/1418/103211.jpg,Nippon Animation,TV,PG - Children,6.67,924,4992,8178,1916,7,Sci-Fi;Adventure;Mecha;
Bakutsuri Bar Hunter,Fall 2018,https://cdn.myanimelist.net/images/anime/1043/94347.jpg,Toei Animation,TV,PG - Children,,,10378,12828,254,1,Adventure;Kids;
Bakutsuri Bar Hunter Movie: Nazo no Barcode Trial! Bakutsure! Shinkaigyo Poseidon,,https://cdn.myanimelist.net/images/anime/1954/99495.jpg,Toei Animation,Movie,PG - Children,,,10379,16275,60,1,Adventure;Kids;
Baldr Force Exe Resolution,,https://cdn.myanimelist.net/images/anime/3/76295.jpg,Satelight,OVA,R+ - Mild Nudity,6.51,6455,5736,3735,14938,32,Action;Drama;Mecha;Sci-Fi;
Ballroom e Youkoso,Summer 2017,https://cdn.myanimelist.net/images/anime/5/86739.jpg,Production I.G,TV,PG-13 - Teens 13 or older,8.27,75692,252,656,172613,2003,Comedy;Drama;Romance;School;Shounen;Sports;
Bamboo Bears,Spring 1997,https://cdn.myanimelist.net/images/anime/9/4138.jpg,Telescreen,TV,None,6.19,169,7179,10963,551,2,Comedy;
Bamboo Blade,Fall 2007,https://cdn.myanimelist.net/images/anime/13/6979.jpg,AIC A.S.T.A.,TV,PG-13 - Teens 13 or older,7.37,34117,2047,1453,75600,288,Comedy;School;Seinen;Sports;
Bamboo Blade: Fanfu-Fufe-Fo,,https://cdn.myanimelist.net/images/anime/8/69535.jpg,AIC A.S.T.A.,Special,G - All Ages,5.59,200,8881,9760,957,1,Comedy;Parody;
Banana Fish,Summer 2018,https://cdn.myanimelist.net/images/anime/1190/93472.jpg,MAPPA,TV,R - 17+ (violence & profanity),8.3,66210,224,571,196180,5877,Action;Adventure;Drama;Shoujo;
Banana ga Suki,,https://cdn.myanimelist.net/images/anime/1396/95517.jpg,Saigo no Shudan,Music,G - All Ages,5.21,112,9535,13879,188,1,Music;Space;Dementia;
Bananya,Summer 2016,https://cdn.myanimelist.net/images/anime/11/80200.jpg,Gathering,TV,G - All Ages,6.76,21296,4562,2088,44861,244,Slice of Life;Comedy;Kids;
BanG Dream!,Winter 2017,https://cdn.myanimelist.net/images/anime/4/82414.jpg,Xebec,TV,PG-13 - Teens 13 or older,7,16495,3603,2087,44958,371,Music;
BanG Dream! 2nd Season,Winter 2019,https://cdn.myanimelist.net/images/anime/1106/98131.jpg,SANZIGEN,TV,PG-13 - Teens 13 or older,7.67,7895,1126,3302,19320,305,Music;
BanG Dream! 3rd Season,Winter 2020,https://cdn.myanimelist.net/images/anime/1985/104767.jpg,SANZIGEN,TV,PG-13 - Teens 13 or older,7.76,1149,930,4285,10696,89,Music;
BanG Dream! Film Live,,https://cdn.myanimelist.net/images/anime/1989/100214.jpg,SANZIGEN,Movie,PG-13 - Teens 13 or older,7.46,475,1719,6257,4220,21,Music;
BanG Dream! Garupa☆Pico,Summer 2018,https://cdn.myanimelist.net/images/anime/1341/92872.jpg,SANZIGEN,TV,PG-13 - Teens 13 or older,7.81,4789,822,4351,10364,99,Music;Comedy;
BanG Dream!: Asonjatta!,,https://cdn.myanimelist.net/images/anime/13/89692.jpg,Xebec,Special,PG-13 - Teens 13 or older,7.06,3318,3357,5273,6466,11,Music;Slice of Life;
Bannou Bunka Neko-Musume,,https://cdn.myanimelist.net/images/anime/7/10720.jpg,Studio Fantasia,OVA,PG-13 - Teens 13 or older,6.73,3406,4699,4745,8368,23,Adventure;Comedy;Mecha;Sci-Fi;Seinen;
Bannou Bunka Neko-Musume (1998),Winter 1998,https://cdn.myanimelist.net/images/anime/10/2875.jpg,Production Reed,TV,PG-13 - Teens 13 or older,6.58,2009,5412,5627,5525,7,Action;Adventure;Comedy;Mecha;Sci-Fi;Seinen;
Bannou Bunka Neko-Musume DASH!,,https://cdn.myanimelist.net/images/anime/7/2886.jpg,Production Reed,OVA,R - 17+ (violence & profanity),6.41,1680,6214,6155,4408,6,Action;Comedy;Ecchi;Romance;Sci-Fi;
Bannou Bunka Neko-Musume Specials,,https://cdn.myanimelist.net/images/anime/7/5124.jpg,Production Reed,Special,PG-13 - Teens 13 or older,6.46,496,5991,9058,1332,1,Action;Adventure;Comedy;Mecha;Sci-Fi;Seinen;
Bannou Yasai Ninninman,,https://cdn.myanimelist.net/images/anime/12/29028.jpg,P.A. Works,Movie,PG - Children,6.02,2715,7782,6099,4498,0,Comedy;Supernatural;
Baoh Raihousha,,https://cdn.myanimelist.net/images/anime/9/55003.jpg,Studio Pierrot,OVA,R - 17+ (violence & profanity),6.13,5417,7419,4297,10624,27,Action;Sci-Fi;Super Power;Martial Arts;Shounen;
BAR Kiraware Yasai,Spring 2015,https://cdn.myanimelist.net/images/anime/9/71721.jpg,Gathering,TV,G - All Ages,5.12,725,9647,7781,2272,2,Comedy;
Barakamon,Summer 2014,https://cdn.myanimelist.net/images/anime/12/65427.jpg,Kinema Citrus,TV,PG-13 - Teens 13 or older,8.44,221999,129,201,421294,9288,Comedy;Slice of Life;
Barakamon: Mijikamon,,https://cdn.myanimelist.net/images/anime/11/75964.jpg,Kinema Citrus,ONA,G - All Ages,6.85,12396,4170,2808,26419,15,Comedy;
Barakamon: Mijikamon Episode 0,,https://cdn.myanimelist.net/images/anime/1395/98927.jpg,Kinema Citrus,ONA,G - All Ages,5.95,760,7959,8688,1562,0,Comedy;
Barbapapa,Fall 1974,https://cdn.myanimelist.net/images/anime/7/3921.jpg,Topcraft,TV,PG - Children,6.2,856,7139,8160,1934,6,Fantasy;Comedy;
Barbapapa (1977),Spring 1977,https://cdn.myanimelist.net/images/anime/3/53233.jpg,Topcraft,TV,PG - Children,6.07,171,7633,11204,496,0,Comedy;Kids;Fantasy;
Barbapapa Sekai wo Mawaru,Summer 1999,https://cdn.myanimelist.net/images/anime/12/3922.jpg,Studio Pierrot,TV,G - All Ages,6.11,285,7503,10171,778,1,Adventure;Comedy;
Bari Bari Densetsu,,https://cdn.myanimelist.net/images/anime/4/58873.jpg,Studio Pierrot,OVA,PG-13 - Teens 13 or older,6.5,154,5788,10207,767,4,Action;Drama;Shounen;Sports;
Bari Bari Densetsu (1987),,https://cdn.myanimelist.net/images/anime/4/35769.jpg,Studio Pierrot,Movie,PG-13 - Teens 13 or older,6.64,421,5129,9166,1276,5,Action;Drama;Shounen;Sports;
Barom One,Winter 2003,https://cdn.myanimelist.net/images/anime/1/1667.jpg,E&G Films,TV,PG-13 - Teens 13 or older,5.38,357,9312,8938,1408,1,Action;Sci-Fi;Supernatural;Shounen;
Bartender,Fall 2006,https://cdn.myanimelist.net/images/anime/13/67397.jpg,Palm Studio,TV,PG-13 - Teens 13 or older,7.41,19261,1899,1642,63582,404,Drama;Seinen;Slice of Life;
Bary-san no Imabari-ben Kouza,Summer 2015,https://cdn.myanimelist.net/images/anime/6/74539.jpg,Kachidoki Studio,TV,G - All Ages,,,10385,11357,461,0,Comedy;
Bary-san no Shokoku Manyuuki,Winter 2016,https://cdn.myanimelist.net/images/anime/5/88460.jpg,Kachidoki Studio,TV,G - All Ages,,,10386,14969,129,0,Comedy;
Bary-san x Gospe Rats: Tonde Bary Bary Monogatari,,https://cdn.myanimelist.net/images/anime/4/76286.jpg,Kachidoki Studio,Music,G - All Ages,,,10387,14261,165,0,Music;
Basilisk: Ouka Ninpouchou,Winter 2018,https://cdn.myanimelist.net/images/anime/2/88384.jpg,Seven Arcs Pictures,TV,R - 17+ (violence & profanity),5.45,5060,9167,2863,25655,28,Action;Drama;Historical;Martial Arts;
Basquash!,Spring 2009,https://cdn.myanimelist.net/images/anime/9/13680.jpg,Satelight,TV,PG-13 - Teens 13 or older,7.28,14758,2454,2301,38311,173,Sports;Mecha;Shounen;
Bastard!!: Ankoku no Hakaishin,,https://cdn.myanimelist.net/images/anime/2/9601.jpg,AIC,OVA,R+ - Mild Nudity,6.78,13089,4460,2763,27322,129,Action;Adventure;Comedy;Ecchi;Fantasy;Seinen;
Batman: Gotham Knight,,https://cdn.myanimelist.net/images/anime/11/17272.jpg,Bee Train,OVA,PG-13 - Teens 13 or older,7.01,13357,3561,3076,22299,60,Action;Adventure;Martial Arts;
Batsu & Terry,,https://cdn.myanimelist.net/images/anime/11/44732.jpg,Sunrise,Movie,PG-13 - Teens 13 or older,,,10387,11824,378,0,Comedy;Drama;School;Shounen;Sports;
Battery,Summer 2016,https://cdn.myanimelist.net/images/anime/6/79158.jpg,Zero-G,TV,PG-13 - Teens 13 or older,5.75,14967,8493,2186,41561,44,Slice of Life;Sports;Drama;
Battle Athletess Daiundoukai,,https://cdn.myanimelist.net/images/anime/5/83761.jpg,AIC,OVA,PG-13 - Teens 13 or older,6.52,1636,5687,6248,4232,8,Action;Comedy;Ecchi;Sci-Fi;Shounen;Space;Sports;
Battle Athletess Daiundoukai (TV),Fall 1997,https://cdn.myanimelist.net/images/anime/1435/94423.jpg,AIC,TV,PG - Children,6.94,2381,3842,5275,6460,32,Action;Sci-Fi;Adventure;Comedy;Sports;Drama;School;Shounen;
Battle Break,,https://cdn.myanimelist.net/images/anime/9/36619.jpg,OLM,ONA,G - All Ages,,,10388,12284,309,0,Action;Kids;
Battle Girl High School,Summer 2017,https://cdn.myanimelist.net/images/anime/9/87837.jpg,Silver Link.,TV,PG-13 - Teens 13 or older,5.88,3541,8149,3368,18601,51,Action;Sci-Fi;School;
Battle Programmer Shirase,Fall 2003,https://cdn.myanimelist.net/images/anime/12/2867.jpg,AIC,TV,PG-13 - Teens 13 or older,6.97,13522,3715,2708,28330,96,Comedy;Ecchi;Sci-Fi;
Battle Royal High School,,https://cdn.myanimelist.net/images/anime/10/6209.jpg,AIC,OVA,R+ - Mild Nudity,5.62,2079,8787,5797,5149,16,Action;Horror;Super Power;Demons;Supernatural;Martial Arts;
Battle Spirits: Brave,Fall 2010,https://cdn.myanimelist.net/images/anime/7/72210.jpg,Sunrise,TV,PG - Children,7.1,820,3189,7534,2510,8,Game;Military;Sci-Fi;Adventure;Demons;
Battle Spirits: Burning Soul,Spring 2015,https://cdn.myanimelist.net/images/anime/6/74933.jpg,Bandai Namco Pictures,TV,PG - Children,6.76,667,4563,7305,2757,17,Action;Game;Kids;
Battle Spirits: Double Drive,Spring 2016,https://cdn.myanimelist.net/images/anime/13/79186.jpg,Bandai Namco Pictures,TV,PG - Children,5.98,134,7879,9618,1023,3,Action;Game;Kids;Fantasy;
Battle Spirits: Heroes,Fall 2011,https://cdn.myanimelist.net/images/anime/3/32193.jpg,Sunrise,TV,PG - Children,6.35,336,6484,8939,1404,2,Game;Sci-Fi;
Battle Spirits: Shounen Gekiha Dan,Fall 2009,https://cdn.myanimelist.net/images/anime/6/21263.jpg,Sunrise,TV,PG - Children,7.09,637,3235,7973,2103,3,Game;Military;Adventure;Magic;
Battle Spirits: Shounen Toppa Bashin,Fall 2008,https://cdn.myanimelist.net/images/anime/7/21150.jpg,Sunrise,TV,PG - Children,6.56,521,5497,7816,2238,9,Game;Shounen;
Battle Spirits: Sword Eyes Gekitouden,Spring 2013,https://cdn.myanimelist.net/images/anime/7/52985.jpg,Sunrise,TV,PG - Children,6.85,304,4171,9342,1176,1,Game;Adventure;Fantasy;
Bayonetta: Bloody Fate,,https://cdn.myanimelist.net/images/anime/2/55441.jpg,Gonzo,Movie,R - 17+ (violence & profanity),6.67,17043,4994,2396,35238,66,Action;Demons;Fantasy;Super Power;
Be Rockin',,https://cdn.myanimelist.net/images/anime/1109/98337.jpg,Anon Pictures,ONA,G - All Ages,,,10392,15368,109,0,Music;
Beast Saga,Winter 2013,https://cdn.myanimelist.net/images/anime/8/45576.jpg,SynergySP,TV,PG - Children,5.83,215,8295,9291,1201,1,Action;Sci-Fi;Kids;Shounen;
Beast Wars Second Chou Seimeitai Transformers,Spring 1998,https://cdn.myanimelist.net/images/anime/1285/94077.jpg,Production Reed,TV,PG - Children,6.42,692,6169,8209,1888,2,Action;Sci-Fi;Mecha;
Beastars,Fall 2019,https://cdn.myanimelist.net/images/anime/1234/102008.jpg,Orange,TV,R - 17+ (violence & profanity),8.4,62714,152,762,150560,2193,Slice of Life;Psychological;Drama;Shounen;
Beat Shot!!,,https://cdn.myanimelist.net/images/anime/11/16823.jpg,Gainax,OVA,Rx - Hentai,5.35,154,,10622,644,0,Hentai;Sports;
Beatless,Winter 2018,https://cdn.myanimelist.net/images/anime/1986/90184.jpg,Diomedea,TV,PG-13 - Teens 13 or older,6.23,27024,7014,999,116510,360,Action;Drama;Romance;Sci-Fi;
Beatless Final Stage,Summer 2018,https://cdn.myanimelist.net/images/anime/1745/93307.jpg,Diomedea,TV,PG-13 - Teens 13 or older,6.84,8702,4209,3203,20630,45,Action;Sci-Fi;Drama;Romance;
Beatless Intermission,,https://cdn.myanimelist.net/images/anime/1709/90468.jpg,Diomedea,Special,PG-13 - Teens 13 or older,5.38,3066,9311,4830,8022,13,Action;Drama;Romance;Sci-Fi;
Beautiful World,,https://cdn.myanimelist.net/images/anime/13/78476.jpg,Khara,Music,G - All Ages,6.6,2455,5316,6134,4425,5,Action;Drama;Mecha;Music;Sci-Fi;
Be-Bop Highschool,,https://cdn.myanimelist.net/images/anime/8/26707.jpg,Toei Animation,OVA,R - 17+ (violence & profanity),7.47,724,1684,6727,3525,29,Comedy;School;Seinen;
Be-Bop Kaizokuban,,https://cdn.myanimelist.net/images/anime/3/62799.jpg,Toei Animation,OVA,R+ - Mild Nudity,,,10393,11645,410,0,Comedy;School;Seinen;
Be-Boy Kidnapp'n Idol,,https://cdn.myanimelist.net/images/anime/1/2413.jpg,AIC,OVA,PG-13 - Teens 13 or older,5.6,3431,8859,5206,6672,11,Drama;Shounen Ai;
Beelzebub,Winter 2011,https://cdn.myanimelist.net/images/anime/3/28013.jpg,Pierrot Plus,TV,PG-13 - Teens 13 or older,7.97,169186,588,241,383742,4489,Action;Comedy;Demons;Supernatural;School;Shounen;
Beelzebub Specials,,https://cdn.myanimelist.net/images/anime/4/31637.jpg,Studio Pierrot,Special,PG-13 - Teens 13 or older,7.4,4431,1939,3585,16491,26,Action;Comedy;Supernatural;Demons;School;Shounen;
Beelzebub: Hirotta Akachan wa Daimaou!?,,https://cdn.myanimelist.net/images/anime/7/26349.jpg,Studio Pierrot,Special,PG-13 - Teens 13 or older,7.31,14377,2315,2650,29562,43,Action;Supernatural;Comedy;School;Demons;Shounen;
Beelzebub-jou no Okinimesu mama.,Fall 2018,https://cdn.myanimelist.net/images/anime/1827/95738.jpg,LIDENFILMS,TV,PG-13 - Teens 13 or older,7.31,16231,2313,2018,47375,163,Comedy;Demons;Fantasy;Romance;Shounen;
Believe,,https://cdn.myanimelist.net/images/anime/11/24743.jpg,Tatsunoko Production,Music,G - All Ages,5.82,391,8326,9965,875,5,Action;Super Power;Music;
Bem,Summer 2019,https://cdn.myanimelist.net/images/anime/1127/99941.jpg,Production I.G,TV,PG-13 - Teens 13 or older,6.1,9168,7536,2155,42298,58,Action;Demons;Supernatural;
Bemubemu Hunter Kotengu Tenmaru,Spring 1983,https://cdn.myanimelist.net/images/anime/12/47183.jpg,Toei Animation,TV,None,,,10402,12803,256,1,Adventure;Fantasy;
Benghuai 3: Reburn,,https://cdn.myanimelist.net/images/anime/1803/93762.jpg,Dancing CG Studio,Special,PG-13 - Teens 13 or older,6.96,553,3757,8936,1413,7,Action;Mecha;
Ben-To,Fall 2011,https://cdn.myanimelist.net/images/anime/12/73984.jpg,David Production,TV,PG-13 - Teens 13 or older,7.35,122234,2140,455,235669,1003,Action;Comedy;Martial Arts;
Ben-To Picture Drama,,https://cdn.myanimelist.net/images/anime/13/34953.jpg,David Production,Special,PG-13 - Teens 13 or older,6.13,3194,7422,4507,9477,4,Comedy;
Beompeoking Jaepeo,,https://cdn.myanimelist.net/images/anime/10/71749.jpg,Daewon Media,TV,None,,,10404,13300,220,1,Action;Cars;
Bermuda Triangle: Colorful Pastrale,Winter 2019,https://cdn.myanimelist.net/images/anime/1449/93947.jpg,Seven Arcs Pictures,TV,PG-13 - Teens 13 or older,5.59,1250,8882,5495,5860,16,Music;Fantasy;
Bernard-jou Iwaku.,Fall 2016,https://cdn.myanimelist.net/images/anime/11/81589.jpg,Creators in Pack,TV,PG-13 - Teens 13 or older,6.02,7132,7783,3501,17252,21,Comedy;School;
Bernard-jou Iwaku.: Ofuro Dokusho,,https://cdn.myanimelist.net/images/anime/11/89664.jpg,Creators in Pack,Special,PG-13 - Teens 13 or older,5.76,360,8466,9958,880,0,Comedy;
Berserk,Summer 2016,https://cdn.myanimelist.net/images/anime/10/79352.jpg,Millepensee,TV,R+ - Mild Nudity,6.56,92539,5498,546,202509,1524,Action;Adventure;Demons;Drama;Fantasy;Horror;Military;Romance;Seinen;Supernatural;
Berserk 2nd Season,Spring 2017,https://cdn.myanimelist.net/images/anime/12/85296.jpg,Millepensee,TV,R - 17+ (violence & profanity),6.89,51255,4020,1136,100045,348,Action;Adventure;Demons;Drama;Fantasy;Horror;Magic;Military;Romance;Supernatural;
Berserk Recap,,https://cdn.myanimelist.net/images/anime/9/84535.jpg,Millepensee,Special,R - 17+ (violence & profanity),6.08,3545,7601,4763,8310,13,Action;Adventure;Demons;Drama;Fantasy;Horror;Military;Romance;Seinen;Supernatural;
Berserk: Majo no Tsuisou,,https://cdn.myanimelist.net/images/anime/13/86045.jpg,Millepensee,Special,R - 17+ (violence & profanity),5.8,4731,8367,4412,10060,19,Action;Adventure;Demons;Drama;Fantasy;Horror;Magic;Supernatural;
Berserk: Ougon Jidai-hen I - Haou no Tamago,,https://cdn.myanimelist.net/images/anime/12/62179.jpg,Studio 4°C,Movie,R+ - Mild Nudity,7.81,89450,823,833,138681,674,Action;Military;Adventure;Demons;Supernatural;Fantasy;Seinen;
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,,https://cdn.myanimelist.net/images/anime/12/37193.jpg,Studio 4°C,Movie,R+ - Mild Nudity,7.98,81707,573,920,126595,486,Action;Adventure;Demons;Drama;Fantasy;Horror;Military;Seinen;Supernatural;
Berserk: Ougon Jidai-hen III - Kourin,,https://cdn.myanimelist.net/images/anime/12/41305.jpg,Studio 4°C,Movie,R+ - Mild Nudity,8.25,81621,277,889,130802,1009,Action;Adventure;Demons;Drama;Fantasy;Horror;Military;Seinen;Supernatural;
Betterman,Spring 1999,https://cdn.myanimelist.net/images/anime/1157/91069.jpg,Sunrise,TV,R - 17+ (violence & profanity),6.63,3070,5173,4192,11254,66,Action;Adventure;Psychological;Comedy;Mecha;Drama;Horror;Mystery;Sci-Fi;
Beyblade Burst,Spring 2016,https://cdn.myanimelist.net/images/anime/13/78786.jpg,OLM,TV,PG - Children,6.43,3529,6131,4404,10109,79,Action;Sci-Fi;Adventure;Sports;Shounen;
Beyblade Burst Chouzetsu,Spring 2018,https://cdn.myanimelist.net/images/anime/1086/91130.jpg,OLM,TV,PG - Children,6.38,766,6350,7122,3000,47,Action;Sci-Fi;Adventure;Sports;Shounen;
Beyblade Burst Gachi,Spring 2019,https://cdn.myanimelist.net/images/anime/1318/99806.jpg,OLM,TV,PG - Children,5.65,297,8744,8298,1822,30,Action;Sci-Fi;Adventure;Sports;Shounen;
Beyblade Burst God,Spring 2017,https://cdn.myanimelist.net/images/anime/12/84704.jpg,OLM,TV,PG - Children,6.71,1291,4804,6127,4452,52,Action;Sci-Fi;Adventure;Sports;Shounen;
Beyond Creation,,https://cdn.myanimelist.net/images/anime/1123/99276.jpg,Live2D Creative Studio,ONA,G - All Ages,6.31,196,6676,11286,482,0,Fantasy;Magic;
B-gata H-kei,Spring 2010,https://cdn.myanimelist.net/images/anime/4/75227.jpg,Hal Film Maker,TV,R+ - Mild Nudity,7.02,164050,3518,346,288312,2249,Comedy;Romance;Ecchi;School;Seinen;
Bible Black,,https://cdn.myanimelist.net/images/anime/13/12768.jpg,Milky Animation Label,OVA,Rx - Hentai,6.73,24192,,2026,47148,593,Hentai;
Bible Black Gaiden,,https://cdn.myanimelist.net/images/anime/10/70481.jpg,Studio Jam,OVA,Rx - Hentai,6.76,10654,,3229,20349,78,Hentai;Supernatural;
Bible Black Only Version,,https://cdn.myanimelist.net/images/anime/12/10104.jpg,Studio Jam,OVA,Rx - Hentai,6.85,7092,,3802,14353,73,Hentai;
Bible Black: New Testament,,https://cdn.myanimelist.net/images/anime/1212/103884.jpg,Studio Jam,OVA,Rx - Hentai,6.82,9911,,3251,19925,97,Hentai;
Bibury,,https://cdn.myanimelist.net/images/anime/1593/95002.jpg,Bibury Animation Studios,ONA,G - All Ages,5.19,454,9562,9934,886,0,Slice of Life;
Big Order,,https://cdn.myanimelist.net/images/anime/12/78945.jpg,Asread,OVA,R+ - Mild Nudity,5.88,13928,8150,2661,29373,35,Action;Super Power;Shounen;
Big Order (TV),Spring 2016,https://cdn.myanimelist.net/images/anime/3/79913.jpg,Asread,TV,R+ - Mild Nudity,5.46,72557,9145,750,152289,192,Action;Shounen;Super Power;
Big Wars: Kami Utsu Akaki Kouya ni,,https://cdn.myanimelist.net/images/anime/3/72814.jpg,Magic Bus,OVA,R+ - Mild Nudity,5.52,1093,9029,7852,2208,4,Action;Military;Sci-Fi;Space;
Bijukubo,,https://cdn.myanimelist.net/images/anime/1800/103886.jpg,Y.O.U.C,OVA,Rx - Hentai,6.41,1930,,5763,5216,22,Hentai;
Bikini Warriors,Summer 2015,https://cdn.myanimelist.net/images/anime/12/75103.jpg,feel.,TV,R+ - Mild Nudity,5.24,25969,9501,1744,58810,111,Comedy;Ecchi;Fantasy;Parody;
Bikini Warriors OVA,,https://cdn.myanimelist.net/images/anime/5/81119.jpg,feel.,OVA,R+ - Mild Nudity,5.66,4088,8719,4383,10159,11,Comedy;Parody;Ecchi;Fantasy;
Bikini Warriors Special,,https://cdn.myanimelist.net/images/anime/12/78515.jpg,feel.,Special,R+ - Mild Nudity,5.47,5912,,4120,11763,12,Comedy;Parody;Ecchi;Fantasy;Yuri;
Bikkuriman,Fall 1987,https://cdn.myanimelist.net/images/anime/6/7021.jpg,Toei Animation,TV,G - All Ages,,,10411,11312,474,0,Comedy;Fantasy;
Bikkuriman: Daiichiji Seima Taisen,,https://cdn.myanimelist.net/images/anime/8/28139.jpg,Toei Animation,Movie,None,,,10415,13622,201,0,Action;Adventure;Kids;
Bikkuriman: Moen Zone no Himitsu,,https://cdn.myanimelist.net/images/anime/11/28135.jpg,Toei Animation,Movie,G - All Ages,,,10416,13658,198,1,Action;Adventure;Kids;
Binan Koukou Chikyuu Boueibu Happy Kiss!,Spring 2018,https://cdn.myanimelist.net/images/anime/1259/91819.jpg,Studio Comet,TV,PG-13 - Teens 13 or older,6.57,2041,5449,4816,8099,33,Comedy;Magic;Parody;School;Slice of Life;
Binan Koukou Chikyuu Boueibu LOVE!,Winter 2015,https://cdn.myanimelist.net/images/anime/10/68451.jpg,Diomedea,TV,PG-13 - Teens 13 or older,6.96,23633,3758,1645,63438,500,Slice of Life;Comedy;Parody;Magic;School;
Binan Koukou Chikyuu Boueibu LOVE! LOVE!,Summer 2016,https://cdn.myanimelist.net/images/anime/13/79937.jpg,Studio Comet,TV,PG-13 - Teens 13 or older,7.12,7568,3110,3125,21568,98,Slice of Life;Comedy;Parody;Magic;School;
